BinCenter (ps);Histo01;Histo02;Histo03;Histo04
2214.5;0;0;46;39
2215.5;0;0;42;26
2216.5;0;0;40;48
2217.5;0;0;42;36
2218.5;0;0;39;33
2219.5;0;0;39;39
2220.5;0;0;39;35
2221.5;0;0;31;47
2222.5;0;0;42;49
2223.5;0;0;44;41
2224.5;0;0;37;30
2225.5;0;0;36;53
2226.5;0;0;43;43
2227.5;0;0;46;32
2228.5;0;0;39;48
2229.5;0;0;43;40
2230.5;0;0;36;42
2231.5;0;0;45;32
2232.5;0;0;45;37
2233.5;0;0;42;38
2234.5;0;0;50;41
2235.5;0;0;47;39
2236.5;0;0;34;34
2237.5;0;0;45;30
2238.5;0;0;38;45
2239.5;0;0;52;44
2240.5;0;0;47;56
2241.5;0;0;33;40
2242.5;0;0;31;35
2243.5;0;0;38;37
2244.5;0;0;47;46
2245.5;0;0;38;42
2246.5;0;0;45;44
2247.5;0;0;36;46
2248.5;0;0;37;57
2249.5;0;0;45;44
2250.5;0;0;45;37
2251.5;0;0;51;40
2252.5;0;0;49;40
2253.5;0;0;52;32
2254.5;0;0;34;44
2255.5;0;0;50;33
2256.5;0;0;35;43
2257.5;0;0;33;40
2258.5;0;0;37;46
2259.5;0;0;50;34
2260.5;0;0;61;43
2261.5;0;0;60;49
2262.5;0;0;50;48
2263.5;0;0;39;37
2264.5;0;0;44;54
2265.5;0;0;45;48
2266.5;0;0;46;53
2267.5;0;0;34;39
2268.5;0;0;47;41
2269.5;0;0;45;46
2270.5;0;0;45;40
2271.5;0;0;43;41
2272.5;0;0;33;44
2273.5;0;0;27;44
2274.5;0;0;44;36
2275.5;0;0;49;35
2276.5;0;0;41;46
2277.5;0;0;53;35
2278.5;0;0;40;40
2279.5;0;0;45;43
2280.5;0;0;40;33
2281.5;0;0;44;45
2282.5;0;0;53;32
2283.5;0;0;42;34
2284.5;0;0;30;30
2285.5;0;0;42;35
2286.5;0;0;51;41
2287.5;0;0;39;40
2288.5;0;0;37;36
2289.5;0;0;31;47
2290.5;0;0;44;55
2291.5;0;0;35;42
2292.5;0;0;37;37
2293.5;0;0;47;48
2294.5;0;0;35;47
2295.5;0;0;61;33
2296.5;0;0;49;51
2297.5;0;0;50;44
2298.5;0;0;42;55
2299.5;0;0;37;41
2300.5;0;0;35;39
2301.5;0;0;38;44
2302.5;0;0;43;37
2303.5;0;0;37;42
2304.5;0;0;49;40
2305.5;0;0;29;41
2306.5;0;0;40;41
2307.5;0;0;36;47
2308.5;0;0;42;45
2309.5;0;0;44;47
2310.5;0;0;48;47
2311.5;0;0;38;46
2312.5;0;0;34;33
2313.5;0;0;39;39
2314.5;0;0;43;47
2315.5;0;0;42;63
2316.5;0;0;46;37
2317.5;0;0;55;42
2318.5;0;0;45;44
2319.5;0;0;38;40
2320.5;0;0;40;42
2321.5;0;0;48;47
2322.5;0;0;32;47
2323.5;0;0;29;32
2324.5;0;0;34;35
2325.5;0;0;40;54
2326.5;0;0;37;45
2327.5;0;0;46;43
2328.5;0;0;47;39
2329.5;0;0;42;45
2330.5;0;0;40;41
2331.5;0;0;43;33
2332.5;0;0;40;44
2333.5;0;0;35;51
2334.5;0;0;42;43
2335.5;0;0;46;36
2336.5;0;0;43;38
2337.5;0;0;46;50
2338.5;0;0;45;44
2339.5;0;0;43;33
2340.5;0;0;49;37
2341.5;0;0;38;39
2342.5;0;0;40;29
2343.5;0;0;37;47
2344.5;0;0;53;39
2345.5;0;0;33;46
2346.5;0;0;35;40
2347.5;0;0;43;48
2348.5;0;0;36;36
2349.5;0;0;37;33
2350.5;0;0;46;41
2351.5;0;0;29;47
2352.5;0;0;52;30
2353.5;0;0;37;38
2354.5;0;0;34;36
2355.5;0;0;35;48
2356.5;0;0;42;46
2357.5;0;0;47;40
2358.5;0;0;40;40
2359.5;0;0;37;32
2360.5;0;0;44;48
2361.5;0;0;45;44
2362.5;0;0;38;47
2363.5;0;0;39;42
2364.5;0;0;29;49
2365.5;0;0;40;45
2366.5;0;0;36;47
2367.5;0;0;43;43
2368.5;0;0;39;47
2369.5;0;0;44;38
2370.5;0;0;34;41
2371.5;0;0;45;47
2372.5;0;0;33;35
2373.5;0;0;41;41
2374.5;0;0;40;49
2375.5;0;0;45;36
2376.5;0;0;58;43
2377.5;0;0;43;46
2378.5;0;0;47;48
2379.5;0;0;51;43
2380.5;0;0;41;50
2381.5;0;0;49;31
2382.5;0;0;41;46
2383.5;0;0;28;42
2384.5;0;0;43;40
2385.5;0;0;42;41
2386.5;0;0;43;36
2387.5;0;0;35;42
2388.5;0;0;42;40
2389.5;0;0;34;48
2390.5;0;0;42;46
2391.5;0;0;47;28
2392.5;0;0;47;39
2393.5;0;0;41;42
2394.5;0;0;42;38
2395.5;0;0;35;42
2396.5;0;0;39;48
2397.5;0;0;42;38
2398.5;0;0;44;32
2399.5;0;0;56;41
2400.5;0;0;47;34
2401.5;0;0;47;43
2402.5;0;0;34;52
2403.5;0;0;40;40
2404.5;0;0;40;43
2405.5;0;0;46;50
2406.5;0;0;38;42
2407.5;0;0;37;48
2408.5;0;0;48;38
2409.5;0;0;33;46
2410.5;0;0;41;40
2411.5;0;0;37;50
2412.5;0;0;34;34
2413.5;0;0;52;42
2414.5;0;0;42;42
2415.5;0;0;33;45
2416.5;0;0;46;37
2417.5;0;0;53;38
2418.5;0;0;49;48
2419.5;0;0;47;42
2420.5;0;0;52;32
2421.5;0;0;39;36
2422.5;0;0;39;40
2423.5;0;0;61;37
2424.5;0;0;43;39
2425.5;0;0;46;36
2426.5;0;0;37;38
2427.5;0;0;35;35
2428.5;0;0;23;47
2429.5;0;0;30;52
2430.5;0;0;43;50
2431.5;0;0;51;42
2432.5;0;0;42;42
2433.5;0;0;42;53
2434.5;0;0;34;40
2435.5;0;0;46;37
2436.5;0;0;37;42
2437.5;0;0;40;52
2438.5;0;0;44;40
2439.5;0;0;51;48
2440.5;0;0;50;47
2441.5;0;0;46;45
2442.5;0;0;48;41
2443.5;0;0;44;36
2444.5;0;0;42;47
2445.5;0;0;37;26
2446.5;0;0;33;51
2447.5;0;0;42;43
2448.5;0;0;40;49
2449.5;0;0;43;45
2450.5;0;0;40;41
2451.5;0;0;50;44
2452.5;0;1;40;42
2453.5;0;0;54;45
2454.5;0;0;51;34
2455.5;0;0;36;43
2456.5;0;0;42;38
2457.5;0;0;39;52
2458.5;0;0;34;24
2459.5;0;0;36;36
2460.5;0;0;43;37
2461.5;0;0;41;35
2462.5;0;0;55;50
2463.5;0;0;38;32
2464.5;0;0;39;35
2465.5;0;0;43;39
2466.5;0;0;42;46
2467.5;0;0;42;34
2468.5;0;0;36;44
2469.5;0;0;41;42
2470.5;0;0;51;35
2471.5;0;0;41;47
2472.5;0;0;35;44
2473.5;0;0;39;51
2474.5;0;0;35;49
2475.5;0;0;27;35
2476.5;0;0;33;45
2477.5;0;0;33;49
2478.5;0;0;47;44
2479.5;0;0;41;44
2480.5;0;0;48;37
2481.5;0;0;42;50
2482.5;0;0;46;39
2483.5;0;0;43;37
2484.5;0;0;42;30
2485.5;0;0;31;47
2486.5;0;0;48;39
2487.5;0;0;44;32
2488.5;0;0;54;46
2489.5;0;0;48;43
2490.5;0;0;39;33
2491.5;0;0;47;35
2492.5;0;0;50;36
2493.5;0;0;46;47
2494.5;0;0;38;45
2495.5;0;0;40;34
2496.5;0;0;39;33
2497.5;0;0;30;47
2498.5;0;0;27;36
2499.5;0;0;46;41
2500.5;0;0;36;37
2501.5;0;0;44;43
2502.5;0;0;37;35
2503.5;0;0;35;45
2504.5;0;0;36;47
2505.5;0;0;47;50
2506.5;0;0;40;40
2507.5;0;0;44;34
2508.5;0;0;40;32
2509.5;0;0;45;45
2510.5;0;0;32;39
2511.5;0;0;42;48
2512.5;0;0;45;35
2513.5;0;0;41;47
2514.5;0;0;46;31
2515.5;0;0;35;45
2516.5;0;0;40;36
2517.5;0;0;34;35
2518.5;0;0;42;41
2519.5;0;0;39;40
2520.5;0;0;35;43
2521.5;0;0;38;49
2522.5;0;0;43;43
2523.5;0;0;39;39
2524.5;0;0;35;35
2525.5;0;0;39;39
2526.5;0;0;51;41
2527.5;0;0;46;36
2528.5;0;0;49;35
2529.5;0;0;46;40
2530.5;0;0;52;30
2531.5;0;0;38;39
2532.5;0;0;47;54
2533.5;0;0;50;35
2534.5;0;0;34;40
2535.5;0;0;49;40
2536.5;0;0;43;36
2537.5;0;0;38;37
2538.5;0;0;57;52
2539.5;0;0;46;30
2540.5;0;0;59;40
2541.5;0;0;50;41
2542.5;0;0;43;50
2543.5;0;0;39;51
2544.5;0;0;49;40
2545.5;0;0;31;41
2546.5;0;0;35;39
2547.5;0;0;33;39
2548.5;0;0;40;50
2549.5;0;0;30;34
2550.5;0;0;34;39
2551.5;0;0;54;49
2552.5;0;0;39;42
2553.5;0;0;36;37
2554.5;0;0;48;40
2555.5;0;0;31;41
2556.5;0;0;45;38
2557.5;0;0;34;51
2558.5;0;0;36;39
2559.5;0;0;47;45
2560.5;0;0;30;40
2561.5;0;0;33;36
2562.5;0;0;39;40
2563.5;0;0;49;38
2564.5;0;0;30;43
2565.5;0;0;47;36
2566.5;0;0;41;41
2567.5;0;0;41;48
2568.5;0;0;34;45
2569.5;0;0;36;44
2570.5;0;0;43;46
2571.5;0;0;53;38
2572.5;0;0;31;28
2573.5;0;0;41;39
2574.5;0;0;40;35
2575.5;0;0;47;39
2576.5;0;0;36;43
2577.5;0;0;41;34
2578.5;0;0;31;36
2579.5;0;0;40;44
2580.5;0;0;52;28
2581.5;0;0;34;43
2582.5;0;0;36;40
2583.5;0;0;65;42
2584.5;0;0;37;42
2585.5;0;0;37;43
2586.5;0;0;25;44
2587.5;0;0;34;40
2588.5;0;0;39;45
2589.5;0;0;28;38
2590.5;0;0;45;38
2591.5;0;0;43;31
2592.5;0;0;45;50
2593.5;0;0;42;30
2594.5;0;0;29;40
2595.5;0;0;41;35
2596.5;0;0;35;47
2597.5;0;0;44;55
2598.5;0;0;37;35
2599.5;0;0;33;39
2600.5;0;0;27;39
2601.5;0;0;47;40
2602.5;0;0;44;37
2603.5;0;0;45;37
2604.5;0;0;33;55
2605.5;0;0;41;44
2606.5;0;0;39;52
2607.5;0;0;34;42
2608.5;0;0;35;39
2609.5;0;0;37;41
2610.5;0;0;56;28
2611.5;0;0;52;37
2612.5;0;0;32;36
2613.5;0;0;27;40
2614.5;0;0;45;27
2615.5;0;0;37;47
2616.5;0;0;37;41
2617.5;0;0;37;31
2618.5;0;0;40;41
2619.5;0;0;37;44
2620.5;0;0;37;37
2621.5;0;0;45;35
2622.5;0;0;43;45
2623.5;0;0;33;38
2624.5;0;0;49;41
2625.5;0;0;37;26
2626.5;0;0;51;44
2627.5;0;0;42;57
2628.5;0;0;56;38
2629.5;0;0;47;40
2630.5;0;0;38;42
2631.5;0;0;30;48
2632.5;0;0;35;41
2633.5;0;0;45;35
2634.5;0;0;50;55
2635.5;0;0;49;42
2636.5;0;0;49;37
2637.5;0;0;41;47
2638.5;0;0;33;32
2639.5;0;0;31;54
2640.5;0;0;49;43
2641.5;0;0;47;28
2642.5;0;0;47;48
2643.5;0;0;31;43
2644.5;0;0;39;39
2645.5;0;0;47;36
2646.5;0;0;33;40
2647.5;0;0;42;39
2648.5;0;0;33;39
2649.5;0;0;32;47
2650.5;0;0;41;47
2651.5;0;0;49;52
2652.5;0;0;36;58
2653.5;0;0;43;38
2654.5;0;0;45;37
2655.5;0;0;49;42
2656.5;0;0;24;40
2657.5;0;0;46;35
2658.5;0;0;46;45
2659.5;0;0;48;36
2660.5;0;0;42;48
2661.5;0;0;41;41
2662.5;0;0;44;45
2663.5;0;0;49;37
2664.5;0;0;45;35
2665.5;0;0;42;42
2666.5;0;0;51;32
2667.5;0;0;33;56
2668.5;0;0;38;48
2669.5;0;0;47;46
2670.5;0;0;31;60
2671.5;0;0;34;52
2672.5;0;0;41;32
2673.5;0;0;39;41
2674.5;0;0;42;50
2675.5;0;0;48;45
2676.5;0;0;42;40
2677.5;0;0;32;48
2678.5;0;0;45;39
2679.5;0;0;42;32
2680.5;0;0;41;52
2681.5;0;0;32;51
2682.5;0;0;38;32
2683.5;0;0;40;48
2684.5;0;0;34;50
2685.5;0;0;38;40
2686.5;0;0;37;25
2687.5;0;0;34;54
2688.5;0;0;50;41
2689.5;0;0;38;42
2690.5;0;0;40;32
2691.5;0;0;40;35
2692.5;0;0;39;34
2693.5;0;0;51;45
2694.5;0;0;41;38
2695.5;0;0;40;28
2696.5;0;0;50;40
2697.5;0;0;45;35
2698.5;0;0;38;49
2699.5;0;0;38;37
2700.5;0;0;29;47
2701.5;0;0;39;45
2702.5;0;0;36;33
2703.5;0;0;43;43
2704.5;0;0;45;36
2705.5;0;0;56;35
2706.5;0;0;34;45
2707.5;0;0;33;43
2708.5;0;0;39;43
2709.5;0;0;54;44
2710.5;0;0;39;36
2711.5;0;0;34;51
2712.5;0;0;33;37
2713.5;0;0;38;46
2714.5;0;0;43;34
2715.5;0;0;43;46
2716.5;0;0;44;34
2717.5;0;0;34;38
2718.5;0;0;34;52
2719.5;0;0;43;51
2720.5;0;0;43;43
2721.5;0;0;43;37
2722.5;0;0;42;35
2723.5;0;0;51;46
2724.5;0;0;47;42
2725.5;0;0;43;42
2726.5;0;0;50;37
2727.5;0;0;42;48
2728.5;0;0;39;34
2729.5;0;0;44;49
2730.5;0;0;32;41
2731.5;0;0;38;39
2732.5;0;0;54;31
2733.5;0;0;43;37
2734.5;0;0;43;34
2735.5;0;0;52;40
2736.5;0;0;44;35
2737.5;0;0;56;33
2738.5;0;0;44;42
2739.5;0;0;37;51
2740.5;0;0;45;46
2741.5;0;0;41;43
2742.5;0;0;45;40
2743.5;0;0;43;49
2744.5;0;0;35;42
2745.5;0;0;38;33
2746.5;0;0;40;31
2747.5;0;0;48;39
2748.5;0;0;44;40
2749.5;0;0;38;44
2750.5;0;0;40;41
2751.5;0;0;48;43
2752.5;0;0;44;51
2753.5;0;0;34;57
2754.5;0;0;46;33
2755.5;0;0;42;40
2756.5;0;0;36;37
2757.5;0;0;52;48
2758.5;0;0;40;44
2759.5;0;0;35;53
2760.5;0;0;33;45
2761.5;0;0;52;40
2762.5;0;0;42;40
2763.5;0;0;38;42
2764.5;0;0;44;54
2765.5;0;0;43;36
2766.5;0;0;38;33
2767.5;0;0;38;37
2768.5;0;1;44;40
2769.5;0;0;38;40
2770.5;0;0;43;48
2771.5;0;0;37;42
2772.5;0;0;39;44
2773.5;0;0;39;36
2774.5;0;0;33;50
2775.5;0;0;34;37
2776.5;0;0;39;41
2777.5;0;0;35;41
2778.5;0;0;39;42
2779.5;0;0;35;40
2780.5;0;0;44;38
2781.5;0;0;40;38
2782.5;0;0;42;49
2783.5;0;0;35;40
2784.5;0;0;39;31
2785.5;0;0;39;48
2786.5;0;0;28;41
2787.5;0;0;34;44
2788.5;0;0;33;38
2789.5;0;0;29;35
2790.5;0;0;39;43
2791.5;0;0;46;49
2792.5;0;0;40;31
2793.5;0;0;39;42
2794.5;0;0;40;43
2795.5;0;0;42;47
2796.5;0;0;37;33
2797.5;0;0;48;32
2798.5;0;0;45;40
2799.5;0;0;49;40
2800.5;0;0;35;32
2801.5;0;0;45;37
2802.5;0;0;47;42
2803.5;0;0;33;46
2804.5;0;0;45;32
2805.5;0;0;36;41
2806.5;0;0;50;34
2807.5;0;0;43;41
2808.5;0;0;37;42
2809.5;0;0;41;43
2810.5;0;0;28;48
2811.5;0;0;40;40
2812.5;0;0;38;43
2813.5;0;0;42;37
2814.5;0;0;43;40
2815.5;0;0;50;44
2816.5;0;0;45;50
2817.5;0;0;36;48
2818.5;0;0;36;43
2819.5;0;0;39;42
2820.5;0;0;45;39
2821.5;0;0;45;39
2822.5;0;0;45;37
2823.5;0;0;35;42
2824.5;0;0;37;29
2825.5;0;0;53;40
2826.5;0;0;43;38
2827.5;0;0;44;25
2828.5;0;0;42;35
2829.5;0;0;42;37
2830.5;0;0;34;38
2831.5;0;0;35;43
2832.5;0;0;34;41
2833.5;0;0;48;38
2834.5;0;0;39;42
2835.5;0;0;41;51
2836.5;0;0;44;44
2837.5;0;0;51;39
2838.5;0;0;38;44
2839.5;0;0;38;51
2840.5;0;0;51;31
2841.5;0;0;30;43
2842.5;0;0;46;35
2843.5;0;0;48;34
2844.5;0;0;37;40
2845.5;0;0;34;39
2846.5;0;0;38;45
2847.5;0;0;45;41
2848.5;0;0;44;55
2849.5;0;0;39;43
2850.5;0;0;49;41
2851.5;0;0;35;28
2852.5;0;0;39;42
2853.5;0;0;38;42
2854.5;0;0;42;40
2855.5;0;0;27;43
2856.5;0;0;31;31
2857.5;0;0;39;40
2858.5;0;0;53;42
2859.5;0;0;39;42
2860.5;0;0;37;38
2861.5;0;0;33;42
2862.5;0;0;39;54
2863.5;0;0;48;41
2864.5;0;0;39;45
2865.5;0;0;54;35
2866.5;0;0;41;48
2867.5;0;0;35;45
2868.5;0;0;25;42
2869.5;0;0;37;37
2870.5;0;0;39;45
2871.5;0;0;41;38
2872.5;0;0;38;43
2873.5;0;0;33;39
2874.5;0;0;41;38
2875.5;0;0;42;35
2876.5;0;0;41;44
2877.5;0;0;46;39
2878.5;0;0;60;57
2879.5;0;0;54;47
2880.5;0;0;51;46
2881.5;0;0;41;46
2882.5;0;0;47;33
2883.5;0;0;42;52
2884.5;0;0;37;52
2885.5;0;0;42;48
2886.5;0;0;48;34
2887.5;0;0;46;32
2888.5;0;0;39;47
2889.5;1;0;34;44
2890.5;0;0;32;47
2891.5;0;0;42;40
2892.5;0;0;33;30
2893.5;0;0;37;44
2894.5;0;0;38;36
2895.5;0;0;39;43
2896.5;0;0;38;31
2897.5;0;0;51;44
2898.5;0;0;44;44
2899.5;0;0;41;45
2900.5;0;0;52;45
2901.5;1;0;31;40
2902.5;0;0;50;46
2903.5;0;0;38;43
2904.5;0;0;41;44
2905.5;0;0;32;42
2906.5;0;0;29;47
2907.5;0;0;49;43
2908.5;0;0;47;41
2909.5;0;0;39;44
2910.5;0;0;26;44
2911.5;0;0;38;35
2912.5;0;0;49;41
2913.5;0;0;41;48
2914.5;0;0;54;51
2915.5;0;0;46;37
2916.5;0;0;35;52
2917.5;0;0;37;47
2918.5;0;0;50;29
2919.5;0;0;40;38
2920.5;0;0;42;49
2921.5;0;0;47;42
2922.5;0;0;48;33
2923.5;0;0;41;36
2924.5;0;0;47;42
2925.5;0;0;41;53
2926.5;0;0;38;34
2927.5;0;0;34;44
2928.5;0;0;39;48
2929.5;0;0;49;40
2930.5;0;0;50;37
2931.5;0;0;48;42
2932.5;0;0;36;52
2933.5;0;0;40;45
2934.5;0;0;39;34
2935.5;0;0;39;38
2936.5;0;0;31;37
2937.5;0;0;46;38
2938.5;0;0;37;43
2939.5;0;0;41;48
2940.5;0;0;38;41
2941.5;0;0;37;37
2942.5;0;0;46;38
2943.5;0;0;53;36
2944.5;0;0;32;38
2945.5;0;0;28;46
2946.5;0;0;57;47
2947.5;0;0;53;36
2948.5;0;0;45;46
2949.5;0;0;37;42
2950.5;0;0;42;43
2951.5;0;0;47;44
2952.5;0;0;48;34
2953.5;0;0;38;47
2954.5;0;0;38;41
2955.5;0;0;39;30
2956.5;0;0;42;50
2957.5;0;0;48;39
2958.5;0;0;33;36
2959.5;0;0;38;40
2960.5;0;0;41;43
2961.5;0;0;37;53
2962.5;0;0;43;44
2963.5;0;0;35;27
2964.5;0;0;46;32
2965.5;0;0;45;39
2966.5;0;0;43;31
2967.5;0;0;32;42
2968.5;0;0;47;51
2969.5;0;0;36;30
2970.5;0;0;37;31
2971.5;0;0;36;46
2972.5;0;0;41;45
2973.5;0;0;38;33
2974.5;0;0;38;42
2975.5;0;0;31;35
2976.5;0;0;49;26
2977.5;0;0;46;35
2978.5;0;0;50;37
2979.5;0;0;41;47
2980.5;0;0;38;36
2981.5;0;0;37;38
2982.5;0;0;41;36
2983.5;0;0;48;47
2984.5;0;0;43;44
2985.5;0;0;45;49
2986.5;0;0;40;45
2987.5;0;0;48;40
2988.5;0;0;35;42
2989.5;0;0;44;46
2990.5;0;0;51;40
2991.5;0;0;48;40
2992.5;0;0;39;37
2993.5;0;0;39;48
2994.5;0;0;38;51
2995.5;0;0;57;47
2996.5;0;0;36;36
2997.5;0;0;44;42
2998.5;0;0;40;39
2999.5;0;0;48;34
3000.5;0;0;33;36
3001.5;0;0;39;48
3002.5;0;0;45;43
3003.5;0;0;33;34
3004.5;0;0;36;42
3005.5;0;0;45;50
3006.5;0;0;46;44
3007.5;0;0;42;49
3008.5;0;0;31;49
3009.5;0;0;36;46
3010.5;0;0;33;41
3011.5;0;0;48;35
3012.5;0;0;34;40
3013.5;0;0;36;44
3014.5;0;0;39;36
3015.5;0;0;35;42
3016.5;0;0;47;38
3017.5;0;0;41;43
3018.5;0;0;39;44
3019.5;0;0;45;34
3020.5;0;0;42;45
3021.5;0;0;39;45
3022.5;0;0;43;46
3023.5;0;0;31;45
3024.5;0;0;27;42
3025.5;0;0;38;40
3026.5;0;0;48;59
3027.5;0;0;45;42
3028.5;0;0;42;27
3029.5;0;0;29;42
3030.5;0;0;42;47
3031.5;0;0;37;40
3032.5;0;0;42;37
3033.5;0;0;39;29
3034.5;0;0;32;35
3035.5;0;0;43;44
3036.5;0;0;42;41
3037.5;0;0;45;32
3038.5;0;0;43;40
3039.5;0;0;40;39
3040.5;0;0;54;49
3041.5;0;0;43;45
3042.5;0;0;43;26
3043.5;0;0;40;35
3044.5;0;0;48;45
3045.5;0;0;40;49
3046.5;0;0;42;51
3047.5;0;0;56;34
3048.5;0;0;51;36
3049.5;0;0;37;44
3050.5;0;0;31;35
3051.5;0;0;36;32
3052.5;0;0;38;41
3053.5;0;0;50;51
3054.5;0;0;41;43
3055.5;0;0;59;26
3056.5;0;0;47;51
3057.5;0;0;33;40
3058.5;0;0;45;29
3059.5;0;0;44;51
3060.5;0;0;46;47
3061.5;0;0;47;36
3062.5;0;0;37;46
3063.5;0;0;37;33
3064.5;0;0;37;54
3065.5;0;0;44;48
3066.5;0;0;32;34
3067.5;0;0;37;43
3068.5;0;0;32;31
3069.5;0;0;35;43
3070.5;0;0;43;40
3071.5;0;0;46;42
3072.5;0;0;38;39
3073.5;0;0;43;52
3074.5;0;0;32;40
3075.5;0;0;48;38
3076.5;0;0;32;37
3077.5;0;0;41;38
3078.5;0;0;41;63
3079.5;0;0;45;34
3080.5;0;0;44;39
3081.5;0;0;37;42
3082.5;0;0;28;47
3083.5;0;0;37;37
3084.5;0;0;36;39
3085.5;0;0;42;42
3086.5;0;0;26;31
3087.5;0;0;47;44
3088.5;0;0;45;49
3089.5;0;0;39;29
3090.5;0;0;41;47
3091.5;0;0;34;43
3092.5;0;0;48;40
3093.5;0;0;41;39
3094.5;0;0;50;46
3095.5;0;0;35;49
3096.5;0;0;38;44
3097.5;0;0;49;34
3098.5;0;0;46;30
3099.5;0;0;45;44
3100.5;0;0;27;38
3101.5;0;0;41;45
3102.5;0;0;30;45
3103.5;0;0;36;42
3104.5;0;0;43;36
3105.5;0;0;51;52
3106.5;0;0;41;40
3107.5;0;0;38;39
3108.5;0;0;48;42
3109.5;0;0;43;48
3110.5;0;0;38;48
3111.5;0;0;61;41
3112.5;0;0;40;44
3113.5;0;0;46;32
3114.5;0;0;41;38
3115.5;0;0;38;39
3116.5;0;0;49;42
3117.5;0;0;32;39
3118.5;0;0;45;47
3119.5;0;0;36;54
3120.5;0;0;55;39
3121.5;0;0;44;42
3122.5;0;0;39;42
3123.5;0;0;30;34
3124.5;0;0;37;45
3125.5;0;0;35;45
3126.5;0;0;50;36
3127.5;0;0;45;49
3128.5;0;0;40;30
3129.5;0;0;39;50
3130.5;0;0;40;34
3131.5;0;0;38;48
3132.5;0;0;36;43
3133.5;0;0;52;43
3134.5;0;0;48;49
3135.5;0;0;37;36
3136.5;0;0;46;44
3137.5;0;0;34;45
3138.5;0;0;41;43
3139.5;0;0;38;48
3140.5;0;0;43;35
3141.5;0;0;40;34
3142.5;0;0;44;41
3143.5;0;0;47;39
3144.5;0;0;42;40
3145.5;0;0;43;47
3146.5;0;0;54;41
3147.5;0;0;53;36
3148.5;0;0;46;44
3149.5;0;0;34;39
3150.5;0;0;46;41
3151.5;0;0;38;53
3152.5;0;0;30;35
3153.5;0;0;44;42
3154.5;0;0;45;38
3155.5;0;0;41;42
3156.5;0;0;46;28
3157.5;0;0;40;33
3158.5;0;0;41;48
3159.5;0;0;30;38
3160.5;0;0;40;49
3161.5;0;0;42;36
3162.5;0;0;37;44
3163.5;0;0;43;47
3164.5;0;0;40;42
3165.5;0;0;52;42
3166.5;0;0;43;45
3167.5;0;0;28;34
3168.5;0;0;45;36
3169.5;0;0;41;48
3170.5;0;0;45;35
3171.5;0;0;37;41
3172.5;0;0;38;43
3173.5;0;0;43;41
3174.5;0;0;33;48
3175.5;0;0;19;41
3176.5;0;0;34;46
3177.5;0;0;37;37
3178.5;0;0;42;38
3179.5;0;0;40;51
3180.5;0;0;48;42
3181.5;0;0;52;39
3182.5;0;0;48;45
3183.5;0;0;51;42
3184.5;0;0;51;37
3185.5;0;0;35;38
3186.5;0;0;32;38
3187.5;0;0;43;43
3188.5;0;0;52;40
3189.5;0;0;31;46
3190.5;0;0;45;33
3191.5;0;0;46;47
3192.5;0;0;51;31
3193.5;0;0;51;36
3194.5;0;0;39;45
3195.5;0;0;40;46
3196.5;0;0;43;51
3197.5;0;0;28;43
3198.5;0;0;45;42
3199.5;0;0;44;35
3200.5;0;0;50;33
3201.5;0;0;37;40
3202.5;0;0;42;48
3203.5;0;0;41;41
3204.5;0;0;36;44
3205.5;0;0;31;47
3206.5;0;0;36;36
3207.5;0;0;41;36
3208.5;0;0;41;39
3209.5;0;0;37;45
3210.5;0;0;39;47
3211.5;0;0;41;36
3212.5;0;0;31;40
3213.5;0;0;33;38
3214.5;0;0;42;39
3215.5;0;0;28;41
3216.5;0;0;39;37
3217.5;0;0;50;48
3218.5;0;0;50;42
3219.5;0;0;43;49
3220.5;0;0;39;35
3221.5;0;0;49;38
3222.5;0;0;42;42
3223.5;0;0;42;35
3224.5;0;0;34;42
3225.5;0;0;37;45
3226.5;0;0;37;38
3227.5;0;0;52;36
3228.5;0;0;30;51
3229.5;0;0;37;38
3230.5;0;0;44;50
3231.5;0;0;42;37
3232.5;0;0;36;46
3233.5;0;0;38;36
3234.5;0;0;47;54
3235.5;0;0;55;45
3236.5;0;0;43;33
3237.5;0;0;43;47
3238.5;0;0;40;37
3239.5;0;0;37;35
3240.5;0;0;46;40
3241.5;0;0;41;40
3242.5;0;0;49;48
3243.5;0;0;36;47
3244.5;0;0;35;38
3245.5;0;0;35;47
3246.5;0;0;45;44
3247.5;0;0;44;40
3248.5;0;0;44;48
3249.5;0;0;40;47
3250.5;0;0;41;38
3251.5;0;0;44;41
3252.5;0;0;33;42
3253.5;0;0;45;37
3254.5;0;0;46;43
3255.5;0;0;32;41
3256.5;0;0;35;39
3257.5;0;0;31;42
3258.5;0;0;33;34
3259.5;0;0;37;40
3260.5;0;0;38;35
3261.5;0;0;46;49
3262.5;0;0;42;43
3263.5;0;0;40;30
3264.5;0;0;40;47
3265.5;0;0;41;39
3266.5;0;0;43;35
3267.5;0;0;33;35
3268.5;0;0;30;42
3269.5;0;0;46;35
3270.5;0;0;49;41
3271.5;0;0;37;38
3272.5;0;0;48;44
3273.5;0;0;41;47
3274.5;0;0;37;39
3275.5;0;0;38;42
3276.5;0;0;34;36
3277.5;0;0;39;36
3278.5;0;0;37;33
3279.5;0;0;48;34
3280.5;0;0;44;40
3281.5;0;0;30;38
3282.5;0;0;45;40
3283.5;0;0;38;48
3284.5;0;0;43;44
3285.5;0;0;42;35
3286.5;0;0;41;46
3287.5;0;0;43;37
