BinCenter (ps);Histo01;Histo02;Histo03;Histo04
19250;0;0;100;86
19350;0;0;89;94
19450;0;0;85;65
19550;0;0;92;78
19650;0;0;65;75
19750;0;0;87;80
19850;0;0;86;97
19950;0;0;93;79
20050;0;0;83;70
20150;0;0;71;77
20250;0;0;92;67
20350;0;0;73;75
20450;0;0;84;71
20550;0;0;94;75
20650;0;0;98;76
20750;0;0;88;87
20850;0;0;73;69
20950;0;0;86;64
21050;0;0;70;72
21150;0;0;75;80
21250;0;0;82;76
21350;0;0;65;76
21450;0;0;90;83
21550;0;0;100;63
21650;0;0;77;83
21750;0;0;91;76
21850;0;0;80;72
21950;0;0;77;84
22050;0;0;91;100
22150;0;0;77;78
22250;0;0;74;88
22350;0;0;72;78
22450;0;0;89;81
22550;0;0;83;88
22650;0;0;77;82
22750;0;0;82;69
22850;0;0;84;95
22950;0;0;76;92
23050;0;0;92;91
23150;0;0;77;78
23250;0;0;87;72
23350;0;0;86;82
23450;0;0;99;83
23550;0;0;79;75
23650;0;0;79;71
23750;0;0;84;70
23850;0;0;95;85
23950;0;0;74;68
24050;0;0;87;71
24150;0;0;78;79
24250;0;0;85;81
24350;0;0;76;86
24450;0;0;91;74
24550;0;0;75;78
24650;0;0;85;70
24750;0;0;90;83
24850;0;0;74;87
24950;0;0;76;61
25050;0;0;99;84
25150;0;0;84;87
25250;0;0;82;89
25350;0;0;98;67
25450;0;0;72;73
25550;0;0;80;63
25650;0;0;74;96
25750;0;0;100;72
25850;0;0;62;72
25950;0;0;75;74
26050;0;0;91;88
26150;0;0;84;67
26250;0;0;77;91
26350;0;0;54;80
26450;0;0;90;84
26550;0;0;77;74
26650;0;0;64;67
26750;0;0;77;68
26850;0;0;89;76
26950;0;0;81;74
27050;0;0;78;81
27150;0;0;94;81
27250;0;0;88;102
27350;0;0;74;75
27450;0;0;85;77
27550;0;0;75;96
27650;0;0;67;62
27750;0;0;84;71
27850;0;0;81;82
27950;0;0;71;73
28050;0;0;93;75
28150;0;0;69;69
28250;0;0;84;71
28350;0;0;87;78
28450;0;0;73;86
28550;0;0;73;89
28650;0;0;97;77
28750;0;0;88;80
28850;0;0;78;78
28950;0;0;77;85
29050;0;0;75;75
29150;0;0;86;86
29250;0;0;78;66
29350;0;0;78;57
29450;0;0;90;92
29550;0;0;95;63
29650;0;0;61;71
29750;0;0;79;67
29850;0;0;83;80
29950;0;0;71;71
30050;0;0;88;64
30150;0;0;79;83
30250;0;0;75;70
30350;0;0;83;74
30450;0;0;63;77
30550;0;0;82;74
30650;0;0;76;71
30750;0;0;80;55
30850;0;0;73;77
30950;0;0;81;79
31050;0;0;73;79
31150;0;0;82;82
31250;0;0;88;85
31350;0;0;82;65
31450;0;0;84;67
31550;0;0;63;74
31650;0;0;71;71
31750;0;0;71;69
31850;0;0;78;88
31950;0;0;80;69
32050;0;0;88;82
32150;0;0;73;74
32250;0;0;68;70
32350;0;0;68;78
32450;0;0;81;68
32550;0;0;68;80
32650;0;0;73;77
32750;0;0;83;72
32850;0;0;75;68
32950;0;0;74;75
33050;0;0;88;66
33150;0;0;89;58
33250;0;0;86;78
33350;0;0;66;70
33450;0;0;65;80
33550;0;0;56;75
33650;0;0;67;85
33750;0;0;77;82
33850;0;0;72;86
33950;0;0;68;71
34050;0;0;87;75
34150;0;0;80;58
34250;0;0;68;73
34350;0;0;70;69
34450;0;0;64;76
34550;0;0;64;70
34650;0;0;77;60
34750;0;0;67;74
34850;0;0;80;59
34950;0;0;79;62
35050;0;0;80;88
35150;0;0;72;94
35250;0;0;91;72
35350;0;0;78;69
35450;0;0;80;74
35550;0;0;73;81
35650;0;0;93;69
35750;0;0;89;64
35850;0;0;61;73
35950;0;0;63;85
36050;0;0;82;67
36150;0;0;86;71
36250;0;0;85;83
36350;0;0;69;62
36450;0;0;62;75
36550;0;0;84;71
36650;0;0;85;76
36750;0;0;72;73
36850;0;0;88;67
36950;0;0;86;74
37050;0;0;79;70
37150;0;0;74;68
37250;0;0;83;76
37350;0;0;73;78
37450;0;0;77;66
37550;0;0;67;68
37650;0;0;78;77
37750;0;0;76;72
37850;0;0;64;68
37950;0;0;67;72
38050;0;0;90;71
38150;0;0;70;62
38250;0;0;76;78
38350;0;0;74;77
38450;0;0;83;80
38550;0;0;83;67
38650;0;0;67;72
38750;0;0;100;94
38850;0;0;80;96
38950;0;0;63;71
39050;0;0;77;73
39150;0;0;56;57
39250;0;0;90;72
39350;0;0;72;84
39450;0;0;84;77
39550;0;0;79;75
39650;0;0;81;73
39750;0;0;79;72
39850;0;0;78;67
39950;0;0;61;75
40050;0;0;71;61
40150;0;0;76;64
40250;0;0;89;66
40350;0;0;66;66
40450;0;0;79;62
40550;0;0;67;73
40650;0;0;68;64
40750;0;0;78;73
40850;0;0;84;67
40950;0;0;60;78
41050;0;0;68;56
41150;0;0;60;68
41250;0;0;64;56
41350;0;0;72;72
41450;0;0;65;72
41550;0;0;71;65
41650;0;0;70;83
41750;0;0;89;66
41850;0;0;55;82
41950;0;0;78;72
42050;0;0;75;58
42150;0;0;85;80
42250;0;0;75;60
42350;0;0;79;69
42450;0;0;70;66
42550;0;0;68;87
42650;0;0;71;75
42750;0;0;75;65
42850;0;0;71;69
42950;0;0;78;67
43050;0;0;70;66
43150;0;0;76;61
43250;0;0;70;57
43350;0;0;74;67
43450;0;0;55;71
43550;0;0;71;61
43650;0;0;84;64
43750;0;0;70;73
43850;0;0;73;73
43950;0;0;74;69
44050;0;0;65;62
44150;0;0;57;70
44250;0;0;80;71
44350;0;0;66;75
44450;0;0;65;68
44550;0;0;69;74
44650;0;0;79;62
44750;0;0;85;64
44850;0;0;69;65
44950;0;0;68;63
45050;0;0;66;67
45150;0;0;67;63
45250;0;0;81;55
45350;0;0;65;79
45450;0;0;72;73
45550;0;0;79;77
45650;0;0;66;68
45750;0;0;77;69
45850;0;0;83;68
45950;0;0;54;57
46050;0;0;60;69
46150;0;0;67;67
46250;0;0;62;60
46350;0;0;60;65
46450;0;0;73;74
46550;0;0;53;75
46650;0;0;76;61
46750;0;0;80;59
46850;0;0;74;70
46950;0;0;55;78
47050;0;0;84;65
47150;0;0;65;63
47250;0;0;74;79
47350;0;0;68;61
47450;0;0;68;64
47550;0;0;66;56
47650;0;0;73;62
47750;0;0;68;65
47850;0;0;63;53
47950;0;0;80;71
48050;0;0;73;62
48150;0;0;58;72
48250;0;0;74;78
48350;0;0;64;62
48450;0;0;64;60
48550;0;0;70;67
48650;0;0;73;62
48750;0;0;74;78
48850;0;0;73;69
48950;0;0;65;71
49050;0;0;63;69
49150;0;0;63;62
49250;0;0;61;74
49350;0;0;59;57
49450;0;0;63;67
49550;0;0;73;82
49650;0;0;59;64
49750;0;0;67;57
49850;0;0;75;77
49950;0;0;55;33
